CIPTitle,INSTNM,Total,Pct,Denom
"Public Health, General.",East Tennessee State University,6,0.15789473684210525,38
"Public Health, General.",Florida Agricultural and Mechanical University,32,0.9696969696969697,33
"Public Health, General.",Florida International University,13,0.22413793103448276,58
"Public Health, General.",Georgia Southern University,30,0.4166666666666667,72
"Public Health, General.",Georgia State University,7,0.2916666666666667,24
"Public Health, General.",Harvard University,4,0.1111111111111111,36
"Public Health, General.",Jackson State University,27,0.7714285714285715,35
"Public Health, General.",Johns Hopkins University,14,0.15384615384615385,91
"Public Health, General.",Kent State University at Kent,4,0.23529411764705882,17
"Public Health, General.",Morgan State University,40,0.7843137254901961,51
"Public Health, General.",New York University,0,0,6
"Public Health, General.",Ohio State University-Main Campus,2,0.03125,64
"Public Health, General.",Oregon Health & Science University,0,0,1
"Public Health, General.",Oregon State University,3,0.06,50
"Public Health, General.",Ponce Health Sciences University,0,0,29
"Public Health, General.",Portland State University,1,0.2,5
"Public Health, General.",Rutgers University-New Brunswick,2,0.02857142857142857,70
"Public Health, General.",Saint Louis University,3,0.057692307692307696,52
"Public Health, General.",San Diego State University,2,0.021052631578947368,95
"Public Health, General.",SUNY at Albany,3,0.125,24
"Public Health, General.",SUNY Downstate Medical Center,6,0.3333333333333333,18
"Public Health, General.",Texas A & M University-College Station,0,0,12
"Public Health, General.",Thomas Jefferson University,0,0,6
"Public Health, General.",Tulane University of Louisiana,3,0.07142857142857142,42
"Public Health, General.",University of Arizona,2,0.125,16
"Public Health, General.",University of Arkansas for Medical Sciences,2,0.15384615384615385,13
"Public Health, General.",University of California-Berkeley,8,0.12307692307692308,65
"Public Health, General.",University of California-Irvine,0,0,3
"Public Health, General.",University of Colorado Denver/Anschutz Medical Campus,0,0,11
"Public Health, General.",University of Connecticut,2,0.11764705882352941,17
"Public Health, General.",University of Florida,7,0.21875,32
"Public Health, General.",University of Georgia,13,0.40625,32
"Public Health, General.",University of Hawaii at Manoa,1,0.03571428571428571,28
"Public Health, General.",University of Illinois at Chicago,15,0.0797872340425532,188
"Public Health, General.",University of Iowa,0,0,5
"Public Health, General.",University of Massachusetts-Amherst,0,0,14
"Public Health, General.",University of Memphis,2,0.3333333333333333,6
"Public Health, General.",University of Nebraska Medical Center,1,0.058823529411764705,17
"Public Health, General.",University of Nevada-Las Vegas,0,0,22
"Public Health, General.",University of Nevada-Reno,0,0,1
"Public Health, General.",University of North Carolina at Charlotte,7,0.21212121212121213,33
"Public Health, General.",University of North Texas Health Science Center,4,0.2857142857142857,14
"Public Health, General.",University of South Carolina-Columbia,16,0.27586206896551724,58
"Public Health, General.",University of South Florida-Main Campus,16,0.1038961038961039,154
"Public Health, General.",University of Utah,1,0.02857142857142857,35
"Public Health, General.",University of Washington-Seattle Campus,1,0.021739130434782608,46
"Public Health, General.",University of Wisconsin-Milwaukee,0,0,3
"Public Health, General.",Walden University,414,0.4268041237113402,970
"Public Health, General.",West Virginia University,3,0.07692307692307693,39
"Public Health, General.",Yale University,4,0.045454545454545456,88
"Public Health, General.",NA,3,0.08571428571428572,35
"Public Health, Other.",Capella University,40,0.47619047619047616,84
"Public Health, Other.",Clemson University,0,0,1
"Public Health, Other.",Harvard University,13,0.07027027027027027,185
"Public Health, Other.",Johns Hopkins University,9,0.04411764705882353,204
"Public Health, Other.",Northeastern University,0,0,6
"Public Health, Other.",Tufts University,0,0,1
"Public Health, Other.",Tulane University of Louisiana,0,0,25
"Public Health, Other.",University of Arkansas for Medical Sciences,5,0.35714285714285715,14
"Public Health, Other.",University of California-Los Angeles,12,0.10084033613445378,119
"Public Health, Other.",University of California-San Diego,0,0,33
"Public Health, Other.",University of Chicago,0,0,14
"Public Health, Other.",University of Connecticut,2,0.3333333333333333,6
"Public Health, Other.",University of Pittsburgh-Pittsburgh Campus,6,0.17647058823529413,34
"Public Health, Other.",University of Washington-Seattle Campus,2,0.031746031746031744,63
"Public Health, Other.",University of Wisconsin-Milwaukee,0,0,4
"Public Health, Other.",Virginia Commonwealth University,0,0,4
Public Health/Community Nurse/Nursing.,Widener University,0,0,1
"Public Policy Analysis, General.",Boise State University,0,0,3
"Public Policy Analysis, General.",Brandeis University,7,0.05185185185185185,135
"Public Policy Analysis, General.",Carnegie Mellon University,0,0,20
"Public Policy Analysis, General.",Clemson University,0,0,24
"Public Policy Analysis, General.",Duke University,0,0,35
"Public Policy Analysis, General.",George Mason University,7,0.059322033898305086,118
"Public Policy Analysis, General.",George Washington University,1,0.011235955056179775,89
"Public Policy Analysis, General.",Georgia Institute of Technology-Main Campus,7,0.0945945945945946,74
"Public Policy Analysis, General.",Georgia State University,4,0.0975609756097561,41
"Public Policy Analysis, General.",Harvard University,0,0,51
"Public Policy Analysis, General.",Indiana University-Bloomington,2,0.07142857142857142,28
"Public Policy Analysis, General.",Loma Linda University,5,0.2631578947368421,19
"Public Policy Analysis, General.",Michigan Technological University,0,0,5
"Public Policy Analysis, General.",Niagara University,3,0.057692307692307696,52
"Public Policy Analysis, General.",Northeastern University,0,0,5
"Public Policy Analysis, General.",Oregon State University,0,0,6
"Public Policy Analysis, General.",Pardee RAND Graduate School,3,0.021739130434782608,138
"Public Policy Analysis, General.",Portland State University,0,0,25
"Public Policy Analysis, General.",Princeton University,1,0.0196078431372549,51
"Public Policy Analysis, General.",Rutgers University-Camden,4,0.5,8
"Public Policy Analysis, General.",Saint Louis University,9,0.24324324324324326,37
"Public Policy Analysis, General.",Southern University and A & M College,43,0.7288135593220338,59
"Public Policy Analysis, General.",The New School,1,0.125,8
"Public Policy Analysis, General.",The University of Texas at Austin,0,0,40
"Public Policy Analysis, General.",The University of Texas at Dallas,3,0.05263157894736842,57
"Public Policy Analysis, General.",The University of Texas Health Science Center at Houston,3,0.03488372093023256,86
"Public Policy Analysis, General.",University of Arkansas,10,0.1694915254237288,59
"Public Policy Analysis, General.",University of California-Berkeley,3,0.16666666666666666,18
"Public Policy Analysis, General.",University of California-Irvine,0,0,3
"Public Policy Analysis, General.",University of Chicago,0,0,61
"Public Policy Analysis, General.",University of Illinois at Chicago,1,0.3333333333333333,3
"Public Policy Analysis, General.",University of Maryland-Baltimore County,6,0.10344827586206896,58
"Public Policy Analysis, General.",University of Maryland-College Park,0,0,47
"Public Policy Analysis, General.",University of Massachusetts-Boston,2,0.0625,32
"Public Policy Analysis, General.",University of Michigan-Ann Arbor,9,0.14285714285714285,63
"Public Policy Analysis, General.",University of Nevada-Las Vegas,7,0.20588235294117646,34
"Public Policy Analysis, General.",University of North Carolina at Chapel Hill,1,0.03125,32
"Public Policy Analysis, General.",University of North Carolina at Charlotte,3,0.075,40
"Public Policy Analysis, General.",University of Pennsylvania,0,0,3
"Public Policy Analysis, General.",University of Rhode Island,0,0,11
"Public Policy Analysis, General.",University of Southern California,0,0,12
"Public Policy Analysis, General.",University of Southern Maine,0,0,31
"Public Policy Analysis, Other.",Carnegie Mellon University,0,0,5
"Public Policy Analysis, Other.",Harvard University,3,0.14285714285714285,21
"Public Policy Analysis, Other.",The New School,4,0.19047619047619047,21
Public/Applied History.,California State University-Sacramento,0,0,1
Public/Applied History.,Middle Tennessee State University,4,0.13793103448275862,29
"Purchasing, Procurement/Acquisitions and Contracts Management.",Capella University,14,0.4666666666666667,30
Rabbinical Studies.,Mesivtha Tifereth Jerusalem of America,0,0,4
Rabbinical Studies.,Ner Israel Rabbinical College,0,0,23
Radiation Biology/Radiobiology.,The University of Texas Health Science Center at San Antonio,0,0,36
Radiation Biology/Radiobiology.,University of Iowa,0,0,21
Radiation Biology/Radiobiology.,University of Oklahoma-Health Sciences Center,0,0,4
Radiation Biology/Radiobiology.,University of Texas Southwestern Medical Center,0,0,10
